"chemical_input_pkey","study_year","treatment_fkey","treatment","treatment_long","crop","blocks","chemical_purpose","application_timing","application_date","application_mode","trade_name","active_ingredient","active_ingredient_concentration_value","active_ingredient_concentration_unit","application_rate_value_active_ingredient","application_rate_unit_active_ingredient","reference_chemical","application_rate_of_reference_chemical_value","application_rate_of_reference_chemical_unit","tractor","implement","original_entry","comment"
174,"2014",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","herbicide","post-emergence",2014-06-06,"broadcast","Callisto","mesotrione",NA,NA,3.04,"oz_per_ac",NA,NA,NA,"John Deere 6400","unspecified mounted sprayer (30-foot wide)","Herbicide application to corn (C2, CC, CCW): Callisto 3.04 fl. oz/acre + Roundup PowerMax 26.33 fl. oz/acre + ammonium sulfate 53.68 fl oz/acre  and Formula 1 (drift control) 0.48 qt/ac in a water carrier volume of 24.59 gal/acre.  JD 6400 tractor with 30' wide sprayer mounted on a 3-pt hitch.","water carrier volume of 24.59 gal/acre"
175,"2014",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","herbicide","post-emergence",2014-06-06,"broadcast","Roundup PowerMAX","glyphosate",NA,NA,26.33,"oz_per_ac",NA,NA,NA,"John Deere 6400","unspecified mounted sprayer (30-foot wide)","Herbicide application to corn (C2, CC, CCW): Callisto 3.04 fl. oz/acre + Roundup PowerMax 26.33 fl. oz/acre + ammonium sulfate 53.68 fl oz/acre  and Formula 1 (drift control) 0.48 qt/ac in a water carrier volume of 24.59 gal/acre.  JD 6400 tractor with 30' wide sprayer mounted on a 3-pt hitch.","water carrier volume of 24.59 gal/acre"
176,"2014",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","herbicide","post-emergence",2014-06-06,"broadcast","Roundup PowerMAX","glyphosate",NA,NA,26.33,"oz_per_ac",NA,NA,NA,"John Deere 6400","unspecified mounted sprayer (30-foot wide)","Herbicide application to corn (C2, CC, CCW): Callisto 3.04 fl. oz/acre + Roundup PowerMax 26.33 fl. oz/acre + ammonium sulfate 53.68 fl oz/acre  and Formula 1 (drift control) 0.48 qt/ac in a water carrier volume of 24.59 gal/acre.  JD 6400 tractor with 30' wide sprayer mounted on a 3-pt hitch.","water carrier volume of 24.59 gal/acre"
177,"2014",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","herbicide","post-emergence",2014-06-06,"broadcast","Roundup PowerMAX","glyphosate",NA,NA,26.33,"oz_per_ac",NA,NA,NA,"John Deere 6400","unspecified mounted sprayer (30-foot wide)","Herbicide application to corn (C2, CC, CCW): Callisto 3.04 fl. oz/acre + Roundup PowerMax 26.33 fl. oz/acre + ammonium sulfate 53.68 fl oz/acre  and Formula 1 (drift control) 0.48 qt/ac in a water carrier volume of 24.59 gal/acre.  JD 6400 tractor with 30' wide sprayer mounted on a 3-pt hitch.","water carrier volume of 24.59 gal/acre"
178,"2014",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","adjuvant","post-emergence",2014-06-10,"broadcast","Formula 1","ammonium sulfate + glycerol + ammonium sodium phosphate + ammonium sodium citrate + polyacrylamide copolymer",NA,NA,0.48,"qt_per_ac",NA,NA,NA,"John Deere 6400","unspecified mounted sprayer (30-foot wide)","Herbicide application to soybean (S2): UltraBlazer 15.41 fl. oz/acre + Roundup PowerMax 25.04 fl. oz/acre + ammonium sulfate 64.52 fl oz/acre  and Formula 1 (drift control) 0.48 qt/ac in a water carrier volume of 23.13 gal/acre.  JD 6400 tractor with 30' wide sprayer mounted on a 3-pt hitch.","water carrier volume of 23.13 gal/acre"
179,"2014",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","adjuvant","post-emergence",2014-06-10,"broadcast","not_listed","ammonium sulfate ((NH4)2SO4)",NA,NA,64.52,"fl_oz_per_ac",NA,NA,NA,"John Deere 6400","unspecified mounted sprayer (30-foot wide)","Herbicide application to soybean (S2): UltraBlazer 15.41 fl. oz/acre + Roundup PowerMax 25.04 fl. oz/acre + ammonium sulfate 64.52 fl oz/acre  and Formula 1 (drift control) 0.48 qt/ac in a water carrier volume of 23.13 gal/acre.  JD 6400 tractor with 30' wide sprayer mounted on a 3-pt hitch.","water carrier volume of 23.13 gal/acre"
180,"2014",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","herbicide","post-emergence",2014-06-10,"broadcast","Roundup PowerMAX","glyphosate",NA,NA,25.04,"fl_oz_per_ac",NA,NA,NA,"John Deere 6400","unspecified mounted sprayer (30-foot wide)","Herbicide application to soybean (S2): UltraBlazer 15.41 fl. oz/acre + Roundup PowerMax 25.04 fl. oz/acre + ammonium sulfate 64.52 fl oz/acre  and Formula 1 (drift control) 0.48 qt/ac in a water carrier volume of 23.13 gal/acre.  JD 6400 tractor with 30' wide sprayer mounted on a 3-pt hitch.","water carrier volume of 23.13 gal/acre"
181,"2014",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","herbicide","post-emergence",2014-06-10,"broadcast","Ultra Blazer","acifluorfen-sodium",NA,NA,15.41,"fl_oz_per_ac",NA,NA,NA,"John Deere 6400","unspecified mounted sprayer (30-foot wide)","Herbicide application to soybean (S2): UltraBlazer 15.41 fl. oz/acre + Roundup PowerMax 25.04 fl. oz/acre + ammonium sulfate 64.52 fl oz/acre  and Formula 1 (drift control) 0.48 qt/ac in a water carrier volume of 23.13 gal/acre.  JD 6400 tractor with 30' wide sprayer mounted on a 3-pt hitch.","water carrier volume of 23.13 gal/acre"
182,"2014",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","post-emergence",2014-06-16,"injection","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",70,"lb_per_ac","John Deere 6140R","unspecified planter (12-row)","N fertilizer, as 32% UAN, sidedressed on C2 (105 lb N/ac), CC (85 lb N/ac), and CCW (70 lb N/acre) plots using 12-row injector applicator and JD 6140R tractor.",NA
183,"2014",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","post-emergence",2014-06-16,"injection","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",85,"lb_per_ac","John Deere 6140R","unspecified planter (12-row)","N fertilizer, as 32% UAN, sidedressed on C2 (105 lb N/ac), CC (85 lb N/ac), and CCW (70 lb N/acre) plots using 12-row injector applicator and JD 6140R tractor.",NA
184,"2014",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","post-emergence",2014-06-16,"injection","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",105,"lb_per_ac","John Deere 6140R","unspecified planter (12-row)","N fertilizer, as 32% UAN, sidedressed on C2 (105 lb N/ac), CC (85 lb N/ac), and CCW (70 lb N/acre) plots using 12-row injector applicator and JD 6140R tractor.",NA
185,"2015",5,"PF","prairie_fertilized","prairie_fertilized","1, 2, 3, 4","fertilizer","post-emergence",2015-04-23,"broadcast","UAN","urea ammonium nitrate",32,"percent",21.4,"gal_per_ac","nitrogen (N)",75,"lb_per_ac","Ford 2600","unspecified Sprayer Specialties sprayer (300 gal)","Sprayed N fertilizer on all PF plots. Sprayed 21.4 GPA of 32% UAN (75lbs/ac) using Ford 2600 sprayer and 300 gallon Sprayer Specialties sprayer. Spraying was done in 3rd gear @ 1800rpm (~3mph), sprayer at 30 PSI","Sprayed 21.4 GPA"
186,"2015",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","herbicide","pre-emergence",2015-04-30,"broadcast","Roundup PowerMAX","glyphosate",49,"percent",28,"oz_per_ac",NA,NA,NA,"John Deere 6400","unspecified mounted sprayer (30-foot wide)","Corn and soybean plots sprayed with 49% glyphosate. (28oz/acre of Roundup Powermax). John Deere 6400 tractor, 30' boom sprayer (3pt). Roundup PowerMax: 190.69 fl oz. Formula 1: 1.36 qt. Water: 134.38 gal. Total: 136.21 gal. Area: 6.68ac.",NA
187,"2015",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","herbicide","pre-emergence",2015-04-30,"broadcast","Roundup PowerMAX","glyphosate",49,"percent",28,"oz_per_ac",NA,NA,NA,"John Deere 6400","unspecified mounted sprayer (30-foot wide)","Corn and soybean plots sprayed with 49% glyphosate. (28oz/acre of Roundup Powermax). John Deere 6400 tractor, 30' boom sprayer (3pt). Roundup PowerMax: 190.69 fl oz. Formula 1: 1.36 qt. Water: 134.38 gal. Total: 136.21 gal. Area: 6.68ac.",NA
188,"2015",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","herbicide","pre-emergence",2015-04-30,"broadcast","Roundup PowerMAX","glyphosate",49,"percent",28,"oz_per_ac",NA,NA,NA,"John Deere 6400","unspecified mounted sprayer (30-foot wide)","Corn and soybean plots sprayed with 49% glyphosate. (28oz/acre of Roundup Powermax). John Deere 6400 tractor, 30' boom sprayer (3pt). Roundup PowerMax: 190.69 fl oz. Formula 1: 1.36 qt. Water: 134.38 gal. Total: 136.21 gal. Area: 6.68ac.",NA
189,"2015",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","herbicide","pre-emergence",2015-04-30,"broadcast","Roundup PowerMAX","glyphosate",49,"percent",28,"oz_per_ac",NA,NA,NA,"John Deere 6400","unspecified mounted sprayer (30-foot wide)","Corn and soybean plots sprayed with 49% glyphosate. (28oz/acre of Roundup Powermax). John Deere 6400 tractor, 30' boom sprayer (3pt). Roundup PowerMax: 190.69 fl oz. Formula 1: 1.36 qt. Water: 134.38 gal. Total: 136.21 gal. Area: 6.68ac.",NA
190,"2015",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","pre-emergence",2015-05-13,"injection","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",75,"lb_per_ac","John Deere 6430","unspecified planter (6-row)","Corn planted and UAN injected into CC, CCW and C2 plots. John Deere 6430 tractor with computerized flow meter and 6 row planter/tanks. Pioneer Corn Hybrid P0448XR planted at 32,500 seeds/acre. UAN 32 Injected at 75lbs/acre.",NA
191,"2015",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","pre-emergence",2015-05-13,"injection","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",75,"lb_per_ac","John Deere 6430","unspecified planter (6-row)","Corn planted and UAN injected into CC, CCW and C2 plots. John Deere 6430 tractor with computerized flow meter and 6 row planter/tanks. Pioneer Corn Hybrid P0448XR planted at 32,500 seeds/acre. UAN 32 Injected at 75lbs/acre.",NA
192,"2015",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","pre-emergence",2015-05-13,"injection","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",75,"lb_per_ac","John Deere 6430","unspecified planter (6-row)","Corn planted and UAN injected into CC, CCW and C2 plots. John Deere 6430 tractor with computerized flow meter and 6 row planter/tanks. Pioneer Corn Hybrid P0448XR planted at 32,500 seeds/acre. UAN 32 Injected at 75lbs/acre.",NA
193,"2015",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","herbicide","post-emergence",2015-06-10,"broadcast","Accent","nicosulfuron",NA,NA,1,"oz_per_ac",NA,NA,NA,"Ford 2600","unspecified sprayer","Corn at V4.  Broadcast sprayed corn (C2, CCW and CC plots) with Callisto + Accent. Ford 2600 tractor and sprayer used.  21gpa carrier volume. Callisto: 3oz/acre target rate, Accent: 1oz/acre target rate. Tractor in 4th gear @ 1400rpm for 3.38mph with broadcast nozzles. Data logger posts could not be removed on some plots, had to spray around them. Excess herbicide was sprayed on the bulk corn ground to the east of the COBS plots.","21gpa carrier volume.  Tractor in 4th gear @ 1400rpm for 3.38mph with broadcast nozzles. Data logger posts could not be removed on some plots, had to spray around them."
194,"2015",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","herbicide","post-emergence",2015-06-10,"broadcast","Accent","nicosulfuron",NA,NA,1,"oz_per_ac",NA,NA,NA,"Ford 2600","unspecified sprayer","Corn at V4.  Broadcast sprayed corn (C2, CCW and CC plots) with Callisto + Accent. Ford 2600 tractor and sprayer used.  21gpa carrier volume. Callisto: 3oz/acre target rate, Accent: 1oz/acre target rate. Tractor in 4th gear @ 1400rpm for 3.38mph with broadcast nozzles. Data logger posts could not be removed on some plots, had to spray around them. Excess herbicide was sprayed on the bulk corn ground to the east of the COBS plots.","21gpa carrier volume.  Tractor in 4th gear @ 1400rpm for 3.38mph with broadcast nozzles. Data logger posts could not be removed on some plots, had to spray around them."
195,"2015",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","herbicide","post-emergence",2015-06-10,"broadcast","Accent","nicosulfuron",NA,NA,1,"oz_per_ac",NA,NA,NA,"Ford 2600","unspecified sprayer","Corn at V4.  Broadcast sprayed corn (C2, CCW and CC plots) with Callisto + Accent. Ford 2600 tractor and sprayer used.  21gpa carrier volume. Callisto: 3oz/acre target rate, Accent: 1oz/acre target rate. Tractor in 4th gear @ 1400rpm for 3.38mph with broadcast nozzles. Data logger posts could not be removed on some plots, had to spray around them. Excess herbicide was sprayed on the bulk corn ground to the east of the COBS plots.","21gpa carrier volume.  Tractor in 4th gear @ 1400rpm for 3.38mph with broadcast nozzles. Data logger posts could not be removed on some plots, had to spray around them."
196,"2015",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","herbicide","post-emergence",2015-06-10,"broadcast","Callisto","mesotrione",NA,NA,3,"oz_per_ac",NA,NA,NA,"Ford 2600","unspecified sprayer","Corn at V4.  Broadcast sprayed corn (C2, CCW and CC plots) with Callisto + Accent. Ford 2600 tractor and sprayer used.  21gpa carrier volume. Callisto: 3oz/acre target rate, Accent: 1oz/acre target rate. Tractor in 4th gear @ 1400rpm for 3.38mph with broadcast nozzles. Data logger posts could not be removed on some plots, had to spray around them. Excess herbicide was sprayed on the bulk corn ground to the east of the COBS plots.","21gpa carrier volume.  Tractor in 4th gear @ 1400rpm for 3.38mph with broadcast nozzles. Data logger posts could not be removed on some plots, had to spray around them."
197,"2015",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","herbicide","post-emergence",2015-06-10,"broadcast","Callisto","mesotrione",NA,NA,3,"oz_per_ac",NA,NA,NA,"Ford 2600","unspecified sprayer","Corn at V4.  Broadcast sprayed corn (C2, CCW and CC plots) with Callisto + Accent. Ford 2600 tractor and sprayer used.  21gpa carrier volume. Callisto: 3oz/acre target rate, Accent: 1oz/acre target rate. Tractor in 4th gear @ 1400rpm for 3.38mph with broadcast nozzles. Data logger posts could not be removed on some plots, had to spray around them. Excess herbicide was sprayed on the bulk corn ground to the east of the COBS plots.","21gpa carrier volume.  Tractor in 4th gear @ 1400rpm for 3.38mph with broadcast nozzles. Data logger posts could not be removed on some plots, had to spray around them."
198,"2015",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","herbicide","post-emergence",2015-06-10,"broadcast","Callisto","mesotrione",NA,NA,3,"oz_per_ac",NA,NA,NA,"Ford 2600","unspecified sprayer","Corn at V4.  Broadcast sprayed corn (C2, CCW and CC plots) with Callisto + Accent. Ford 2600 tractor and sprayer used.  21gpa carrier volume. Callisto: 3oz/acre target rate, Accent: 1oz/acre target rate. Tractor in 4th gear @ 1400rpm for 3.38mph with broadcast nozzles. Data logger posts could not be removed on some plots, had to spray around them. Excess herbicide was sprayed on the bulk corn ground to the east of the COBS plots.","21gpa carrier volume.  Tractor in 4th gear @ 1400rpm for 3.38mph with broadcast nozzles. Data logger posts could not be removed on some plots, had to spray around them."
199,"2015",1,"C2","corn_soy_rotation","corn","1","herbicide","post-emergence",2015-06-17,"backpack_sprayer","Laudis","tembotrione",34.5,"percent",21,"gal_per_ac",NA,NA,NA,NA,NA,"Sprayed missed rows in plot 11 with backpack sprayer and Laudis + Atrazine (21gpa carrier volume, 0.1 acres=~2 gallons",NA
200,"2015",1,"C2","corn_soy_rotation","corn","1","herbicide","post-emergence",2015-06-17,"backpack_sprayer","not_listed","atrazine",NA,NA,21,"gal_per_ac",NA,NA,NA,NA,NA,"Sprayed missed rows in plot 11 with backpack sprayer and Laudis + Atrazine (21gpa carrier volume, 0.1 acres=~2 gallons",NA
201,"2015",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","post-emergence",2015-06-23,"broadcast","not_listed",NA,NA,NA,NA,NA,"nitrogen (N)",130,"lb_per_ac","John Deere 6140","Blu-Jet JetStream side dresser (12-row)","Side dressed nitrogen on all corn plots with JD 6140 tractor and JetStream 12 row side dress rig. Rates: C2 (130lb/ac), CC (115lb/ac), CCW (130lb/ac).",NA
202,"2015",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","post-emergence",2015-06-23,"broadcast","not_listed",NA,NA,NA,NA,NA,"nitrogen (N)",115,"lb_per_ac","John Deere 6140","Blu-Jet JetStream side dresser (12-row)","Side dressed nitrogen on all corn plots with JD 6140 tractor and JetStream 12 row side dress rig. Rates: C2 (130lb/ac), CC (115lb/ac), CCW (130lb/ac).",NA
203,"2015",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","post-emergence",2015-06-23,"broadcast","not_listed",NA,NA,NA,NA,NA,"nitrogen (N)",130,"lb_per_ac","John Deere 6140","Blu-Jet JetStream side dresser (12-row)","Side dressed nitrogen on all corn plots with JD 6140 tractor and JetStream 12 row side dress rig. Rates: C2 (130lb/ac), CC (115lb/ac), CCW (130lb/ac).",NA
204,"2015",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","herbicide","post-emergence",2015-07-02,"broadcast","Phoenix","lactofen",NA,NA,21,"gal_per_ac",NA,NA,NA,"Ford 2600","unspecified sprayer","Sprayed soybean plots with herbicide. Pheonix + Raptor (Broadcast).  21gpa carrier volume w/ Ford 2600 tractor and sprayer in 4th gear at 1400rpm (3.38mph).  Tank pressue ~25psi",NA
205,"2015",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","herbicide","post-emergence",2015-07-02,"broadcast","Raptor","ammonium salt of imazamox",NA,NA,21,"gal_per_ac",NA,NA,NA,"Ford 2600","unspecified sprayer","Sprayed soybean plots with herbicide. Pheonix + Raptor (Broadcast).  21gpa carrier volume w/ Ford 2600 tractor and sprayer in 4th gear at 1400rpm (3.38mph).  Tank pressue ~25psi",NA
206,"2015",4,"P","prairie","prairie","1, 2, 3, 4","manual_weeding","post-emergence",2015-07-21,"hand_pull","not_listed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Removed white sweet clover in prairie plots (by hand).  Northern Corn Leaf Blight Identified in all corn plots",NA
207,"2015",5,"PF","prairie_fertilized","prairie_fertilized","1, 2, 3, 4","manual_weeding","post-emergence",2015-07-21,"hand_pull","not_listed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Removed white sweet clover in prairie plots (by hand).  Northern Corn Leaf Blight Identified in all corn plots",NA
208,"2015",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fungicide","post-emergence",2015-08-03,"broadcast","Quilt","azoxystrobin + propiconazole",NA,NA,14,"oz_per_ac",NA,NA,NA,NA,"unspecified sprayer (90-foot wide)","Corn was sprayed for Northern Corn Leaf Blight. Quilt fungicide used @ 14oz/acre.  90ft. Boom sprayer used.",NA
